0 SameBib(3,47)
0 SameBib(3,48)
1 SameBib(3,49)
1 SameBib(3,50)
1 SameBib(3,51)
0 SameBib(3,52)
0 SameBib(3,53)
1 SameBib(3,54)
1 SameBib(3,55)
2.69339e-17 SameBib(3,56)
5.497e-57 SameBib(3,57)
2.29682e-31 SameBib(3,58)
1 SameBib(3,59)
4.44735e-33 SameBib(3,60)
2.06284e-48 SameBib(3,61)
0 SameBib(3,62)
0 SameBib(3,63)
0 SameBib(3,64)
0 SameBib(3,65)
1 SameBib(3,66)
3.40938e-18 SameBib(3,67)
2.23465e-48 SameBib(3,68)
0 SameBib(3,69)
1 SameBib(3,70)
9.15176e-17 SameBib(3,71)
1 SameBib(3,72)
1 SameBib(3,73)
1 SameBib(3,74)
7.56918e-48 SameBib(3,75)
1 SameBib(3,76)
1 SameBib(3,77)
1.48357e-36 SameBib(3,78)
1 SameBib(3,79)
1 SameBib(3,80)
0 SameBib(3,81)
1 SameBib(3,82)
1 SameBib(3,83)
1.61319e-16 SameBib(3,84)
6.05544e-70 SameBib(3,85)
1 SameBib(3,86)
6.97394e-55 SameBib(3,87)
2.8551e-15 SameBib(3,88)
1 SameBib(3,89)
0 SameBib(3,90)
3.28898e-22 SameBib(3,91)
6.30169e-39 SameBib(3,92)
0 SameBib(3,93)
1 SameBib(3,94)
1 SameBib(3,95)
1 SameBib(3,96)
0 SameBib(3,97)
1 SameBib(3,98)
0 SameBib(4,0)
0 SameBib(4,1)
0.999983 SameBib(4,2)
1 SameBib(4,3)
1 SameBib(4,4)
1 SameBib(4,5)
1 SameBib(4,6)
0 SameBib(4,7)
7.1444e-45 SameBib(4,8)
0 SameBib(4,9)
1 SameBib(4,10)
1.35494e-22 SameBib(4,11)
0 SameBib(4,12)
1 SameBib(4,13)
0.999994 SameBib(4,14)
1 SameBib(4,15)
5.34698e-18 SameBib(4,16)
0 SameBib(4,17)
1.28045e-26 SameBib(4,18)
1 SameBib(4,19)
1 SameBib(4,20)
2.04551e-37 SameBib(4,21)
1 SameBib(4,22)
0 SameBib(4,23)
0.75 SameBib(4,24)
1 SameBib(4,25)
1 SameBib(4,26)
0 SameBib(4,27)
0 SameBib(4,28)
2.1114e-57 SameBib(4,29)
1 SameBib(4,30)
1 SameBib(4,31)
1.69527e-17 SameBib(4,32)
7.28215e-42 SameBib(4,33)
1.79051e-37 SameBib(4,34)
8.37548e-33 SameBib(4,35)
2.19159e-25 SameBib(4,36)
1 SameBib(4,37)
1 SameBib(4,38)
0 SameBib(4,39)
0.999999 SameBib(4,40)
1.10028e-73 SameBib(4,41)
1 SameBib(4,42)
9.15908e-34 SameBib(4,43)
0 SameBib(4,44)
1 SameBib(4,45)
1.11219e-45 SameBib(4,46)
2.16444e-33 SameBib(4,47)
1 SameBib(4,48)
0 SameBib(4,49)
5.35318e-61 SameBib(4,50)
1.14528e-37 SameBib(4,51)
0 SameBib(4,52)
1 SameBib(4,53)
0.5 SameBib(4,54)
1 SameBib(4,55)
1.7875e-39 SameBib(4,56)
2.87775e-53 SameBib(4,57)
0 SameBib(4,58)
0 SameBib(4,59)
1 SameBib(4,60)
3.01859e-40 SameBib(4,61)
1 SameBib(4,62)
1 SameBib(4,63)
0 SameBib(4,64)
1 SameBib(4,65)
8.21123e-06 SameBib(4,66)
0 SameBib(4,67)
0 SameBib(4,68)
0.99937 SameBib(4,69)
0 SameBib(4,70)
0 SameBib(4,71)
0.75 SameBib(4,72)
2.83346e-47 SameBib(4,73)
1 SameBib(4,74)
1.72946e-70 SameBib(4,75)
1 SameBib(4,76)
1 SameBib(4,77)
1 SameBib(4,78)
1 SameBib(4,79)
1 SameBib(4,80)
1 SameBib(4,81)
8.88092e-47 SameBib(4,82)
8.47889e-14 SameBib(4,83)
0.999992 SameBib(4,84)
1 SameBib(4,85)
4.72586e-43 SameBib(4,86)
1 SameBib(4,87)
1 SameBib(4,88)
1 SameBib(4,89)
1 SameBib(4,90)
2.10806e-46 SameBib(4,91)
9.5762e-34 SameBib(4,92)
0 SameBib(4,93)
0 SameBib(4,94)
1 SameBib(4,95)
1 SameBib(4,96)
1 SameBib(4,97)
0 SameBib(4,98)
0.23166 SameBib(5,0)
1.13211e-48 SameBib(5,1)
0.429074 SameBib(5,2)
1 SameBib(5,3)
1 SameBib(5,4)
1 SameBib(5,5)
0.357143 SameBib(5,6)
9.3056e-66 SameBib(5,7)
1 SameBib(5,8)
1 SameBib(5,9)
0.2 SameBib(5,10)
4.0321e-21 SameBib(5,11)
3.49249e-66 SameBib(5,12)
0.271429 SameBib(5,13)
1 SameBib(5,14)
0.230415 SameBib(5,15)
1 SameBib(5,16)
1 SameBib(5,17)
0.274725 SameBib(5,18)
0.214286 SameBib(5,19)
1 SameBib(5,20)
0.190476 SameBib(5,21)
0.432064 SameBib(5,22)
0.223214 SameBib(5,23)
1 SameBib(5,24)
0.17033 SameBib(5,25)
0.25 SameBib(5,26)
1 SameBib(5,27)
5.79306e-27 SameBib(5,28)
2.82519e-42 SameBib(5,29)
1.69729e-55 SameBib(5,30)
0.142857 SameBib(5,31)
1 SameBib(5,32)
0.666667 SameBib(5,33)
1 SameBib(5,34)
0.285714 SameBib(5,35)
1.46149e-23 SameBib(5,36)
3.4029e-25 SameBib(5,37)
3.65578e-23 SameBib(5,38)
1 SameBib(5,39)
1 SameBib(5,40)
1.46874e-30 SameBib(5,41)
4.48932e-20 SameBib(5,42)
1 SameBib(5,43)
0.25 SameBib(5,44)
0.160714 SameBib(5,45)
0.392857 SameBib(5,46)
1 SameBib(5,47)
1.85918e-31 SameBib(5,48)
2.35376e-25 SameBib(5,49)
0.142857 SameBib(5,50)
0.5 SameBib(5,51)
0.242857 SameBib(5,52)
1 SameBib(5,53)
0.00587878 SameBib(5,54)
1 SameBib(5,55)
1 SameBib(5,56)
1 SameBib(5,57)
1 SameBib(5,58)
1 SameBib(5,59)
1.05831e-49 SameBib(5,60)
1.34678e-45 SameBib(5,61)
1 SameBib(5,62)
9.61709e-71 SameBib(5,63)
0.5 SameBib(5,64)
5.27617e-67 SameBib(5,65)
1 SameBib(5,66)
1 SameBib(5,67)
0.285714 SameBib(5,68)
0.999999 SameBib(5,69)
2.81823e-50 SameBib(5,70)
2.08428e-52 SameBib(5,71)
5.30928e-23 SameBib(5,72)
1 SameBib(5,73)
0.208333 SameBib(5,74)
1 SameBib(5,75)
0.25 SameBib(5,76)
0.214286 SameBib(5,77)
0.196429 SameBib(5,78)
0.160714 SameBib(5,79)
0.285714 SameBib(5,80)
0.285714 SameBib(5,81)
1 SameBib(5,82)
1 SameBib(5,83)
3.87631e-65 SameBib(5,84)
0.238095 SameBib(5,85)
1 SameBib(5,86)
0.246032 SameBib(5,87)
0.165414 SameBib(5,88)
1 SameBib(5,89)
0.0952381 SameBib(5,90)
1 SameBib(5,91)
0.285714 SameBib(5,92)
1 SameBib(5,93)
1.1288e-43 SameBib(5,94)
1 SameBib(5,95)
1 SameBib(5,96)
1 SameBib(5,97)
1.08359e-62 SameBib(5,98)
0.540541 SameBib(6,0)
9.1992e-19 SameBib(6,1)
1 SameBib(6,2)
0.5625 SameBib(6,3)
1 SameBib(6,4)
0.333333 SameBib(6,5)
1 SameBib(6,6)
0.4 SameBib(6,7)
1 SameBib(6,8)
1 SameBib(6,9)
0.6 SameBib(6,10)
1.11295e-53 SameBib(6,11)
0.470588 SameBib(6,12)
1 SameBib(6,13)
0.571429 SameBib(6,14)
1 SameBib(6,15)
0 SameBib(6,16)
0 SameBib(6,17)
1 SameBib(6,18)
0.333333 SameBib(6,19)
0.333333 SameBib(6,20)
0 SameBib(6,21)
0.555556 SameBib(6,22)
0.75 SameBib(6,23)
0.733333 SameBib(6,24)
0.538462 SameBib(6,25)
1 SameBib(6,26)
1 SameBib(6,27)
1 SameBib(6,28)
0.428571 SameBib(6,29)
1 SameBib(6,30)
8.75949e-31 SameBib(6,31)
0.5 SameBib(6,32)
1 SameBib(6,33)
0 SameBib(6,34)
0.5 SameBib(6,35)
4.86819e-32 SameBib(6,36)
0 SameBib(6,37)
1 SameBib(6,38)
0.393939 SameBib(6,39)
1 SameBib(6,40)
1 SameBib(6,41)
2.50095e-49 SameBib(6,42)
0.434783 SameBib(6,43)
0.7 SameBib(6,44)
1 SameBib(6,45)
0.5 SameBib(6,46)
2.69618e-40 SameBib(6,47)
0 SameBib(6,48)
1 SameBib(6,49)
3.09335e-50 SameBib(6,50)
1 SameBib(6,51)
0.6 SameBib(6,52)
0.666667 SameBib(6,53)
1 SameBib(6,54)
3.68306e-44 SameBib(6,55)
1 SameBib(6,56)
1 SameBib(6,57)
1 SameBib(6,58)
0 SameBib(6,59)
1 SameBib(6,60)
1 SameBib(6,61)
0.7 SameBib(6,62)
1.09262e-42 SameBib(6,63)
1 SameBib(6,64)
1 SameBib(6,65)
1 SameBib(6,66)
1 SameBib(6,67)
1 SameBib(6,68)
1 SameBib(6,69)
4.67477e-55 SameBib(6,70)
1 SameBib(6,71)
1 SameBib(6,72)
1 SameBib(6,73)
0.9988 SameBib(6,74)
1.70206e-51 SameBib(6,75)
1 SameBib(6,76)
1 SameBib(6,77)
0.25 SameBib(6,78)
1 SameBib(6,79)
1 SameBib(6,80)
1 SameBib(6,81)
1 SameBib(6,82)
1 SameBib(6,83)
0.4 SameBib(6,84)
0.416667 SameBib(6,85)
0 SameBib(6,86)
2.25603e-13 SameBib(6,87)
1 SameBib(6,88)
1 SameBib(6,89)
1 SameBib(6,90)
1 SameBib(6,91)
1 SameBib(6,92)
0 SameBib(6,93)
1 SameBib(6,94)
0.568182 SameBib(6,95)
4.05348e-32 SameBib(6,96)
1 SameBib(6,97)
9.48904e-31 SameBib(6,98)
0 SameBib(7,0)
1.54252e-25 SameBib(7,1)
0.5 SameBib(7,2)
0 SameBib(7,3)
1 SameBib(7,4)
1 SameBib(7,5)
3.72097e-28 SameBib(7,6)
1 SameBib(7,7)
0 SameBib(7,8)
1 SameBib(7,9)
6.07441e-48 SameBib(7,10)
2.9082e-08 SameBib(7,11)
9.82319e-34 SameBib(7,12)
0 SameBib(7,13)
0 SameBib(7,14)
4.96059e-31 SameBib(7,15)
1 SameBib(7,16)
3.52563e-53 SameBib(7,17)
0.31812 SameBib(7,18)
1 SameBib(7,19)
2.98876e-45 SameBib(7,20)
4.82504e-41 SameBib(7,21)
0 SameBib(7,22)
0 SameBib(7,23)
0 SameBib(7,24)
1 SameBib(7,25)
1 SameBib(7,26)
1.15473e-53 SameBib(7,27)
1.50296e-22 SameBib(7,28)
1 SameBib(7,29)
6.25813e-75 SameBib(7,30)
0 SameBib(7,31)
1 SameBib(7,32)
1 SameBib(7,33)
2.16183e-70 SameBib(7,34)
1 SameBib(7,35)
1 SameBib(7,36)
1 SameBib(7,37)
6.57585e-40 SameBib(7,38)
2.3696e-32 SameBib(7,39)
8.71432e-29 SameBib(7,40)
0 SameBib(7,41)
0 SameBib(7,42)
1 SameBib(7,43)
1 SameBib(7,44)
0 SameBib(7,45)
9.57049e-50 SameBib(7,46)
0 SameBib(7,47)
0.00020073 SameBib(7,48)
0 SameBib(7,49)
1.20318e-29 SameBib(7,50)
1 SameBib(7,51)
0 SameBib(7,52)
0 SameBib(7,53)
1 SameBib(7,54)
0 SameBib(7,55)
1.21349e-27 SameBib(7,56)
1.61326e-22 SameBib(7,57)
1 SameBib(7,58)
1 SameBib(7,59)
8.67634e-44 SameBib(7,60)
1 SameBib(7,61)
7.27225e-26 SameBib(7,62)
0 SameBib(7,63)
1 SameBib(7,64)
9.7878e-54 SameBib(7,65)
3.55771e-19 SameBib(7,66)
0 SameBib(7,67)
1 SameBib(7,68)
1 SameBib(7,69)
0 SameBib(7,70)
1 SameBib(7,71)
1.72073e-16 SameBib(7,72)
1.219e-65 SameBib(7,73)
0.00109053 SameBib(7,74)
1.84287e-46 SameBib(7,75)
0 SameBib(7,76)
0 SameBib(7,77)
1 SameBib(7,78)
1 SameBib(7,79)
1.48129e-05 SameBib(7,80)
0.999999 SameBib(7,81)
1.0436e-54 SameBib(7,82)
1 SameBib(7,83)
0 SameBib(7,84)
0 SameBib(7,85)
1 SameBib(7,86)
6.45559e-07 SameBib(7,87)
1 SameBib(7,88)
1 SameBib(7,89)
0 SameBib(7,90)
1 SameBib(7,91)
0 SameBib(7,92)
1 SameBib(7,93)
3.33901e-21 SameBib(7,94)
0 SameBib(7,95)
1 SameBib(7,96)
1 SameBib(7,97)
1 SameBib(7,98)
1.13032e-37 SameBib(8,0)
2.53027e-20 SameBib(8,1)
0 SameBib(8,2)
0 SameBib(8,3)
1 SameBib(8,4)
3.20016e-45 SameBib(8,5)
1.40847e-37 SameBib(8,6)
0 SameBib(8,7)
1 SameBib(8,8)
1.47718e-31 SameBib(8,9)
1 SameBib(8,10)
7.77528e-26 SameBib(8,11)
1.71951e-24 SameBib(8,12)
1 SameBib(8,13)
1 SameBib(8,14)
0 SameBib(8,15)
0.500088 SameBib(8,16)
0 SameBib(8,17)
1 SameBib(8,18)
2.78303e-71 SameBib(8,19)
0 SameBib(8,20)
1.6598e-47 SameBib(8,21)
1 SameBib(8,22)
7.93241e-70 SameBib(8,23)
1 SameBib(8,24)
0 SameBib(8,25)
7.14282e-50 SameBib(8,26)
0 SameBib(8,27)
2.31799e-72 SameBib(8,28)
5.84536e-37 SameBib(8,29)
1.16318e-43 SameBib(8,30)
1 SameBib(8,31)
3.08256e-17 SameBib(8,32)
9.12629e-43 SameBib(8,33)
3.6547e-25 SameBib(8,34)
4.31131e-21 SameBib(8,35)
8.99177e-23 SameBib(8,36)
0 SameBib(8,37)
1.20588e-26 SameBib(8,38)
0 SameBib(8,39)
1 SameBib(8,40)
1.23276e-50 SameBib(8,41)
3.07839e-30 SameBib(8,42)
1 SameBib(8,43)
1 SameBib(8,44)
2.51064e-29 SameBib(8,45)
1 SameBib(8,46)
1.037e-45 SameBib(8,47)
1 SameBib(8,48)
1 SameBib(8,49)
1 SameBib(8,50)
0 SameBib(8,51)
3.69762e-61 SameBib(8,52)
1 SameBib(8,53)
0 SameBib(8,54)
4.07678e-33 SameBib(8,55)
0 SameBib(8,56)
0 SameBib(8,57)
5.1103e-30 SameBib(8,58)
1 SameBib(8,59)
1.73526e-43 SameBib(8,60)
1.16435e-33 SameBib(8,61)
1 SameBib(8,62)
0 SameBib(8,63)
1.59023e-23 SameBib(8,64)
1 SameBib(8,65)
1 SameBib(8,66)
1 SameBib(8,67)
7.87422e-43 SameBib(8,68)
0 SameBib(8,69)
1 SameBib(8,70)
1 SameBib(8,71)
0 SameBib(8,72)
1.11596e-41 SameBib(8,73)
1 SameBib(8,74)
1.67644e-49 SameBib(8,75)
1 SameBib(8,76)
1 SameBib(8,77)
1.25118e-48 SameBib(8,78)
0 SameBib(8,79)
1 SameBib(8,80)
1 SameBib(8,81)
1 SameBib(8,82)
1 SameBib(8,83)
1.01716e-53 SameBib(8,84)
1.68077e-50 SameBib(8,85)
1 SameBib(8,86)
1 SameBib(8,87)
3.80971e-30 SameBib(8,88)
0.998655 SameBib(8,89)
0.27548 SameBib(8,90)
4.19723e-52 SameBib(8,91)
3.27058e-29 SameBib(8,92)
0 SameBib(8,93)
0 SameBib(8,94)
1 SameBib(8,95)
1 SameBib(8,96)
1.55482e-16 SameBib(8,97)
1 SameBib(8,98)
0.243243 SameBib(9,0)
1 SameBib(9,1)
0.25 SameBib(9,2)
0.223958 SameBib(9,3)
1 SameBib(9,4)
0.196429 SameBib(9,5)
1 SameBib(9,6)
1 SameBib(9,7)
1 SameBib(9,8)
1 SameBib(9,9)
0.05 SameBib(9,10)
1.79371e-21 SameBib(9,11)
1 SameBib(9,12)
1 SameBib(9,13)
0.99324 SameBib(9,14)
0.201613 SameBib(9,15)
0.5 SameBib(9,16)
1.72089e-41 SameBib(9,17)
1 SameBib(9,18)
1 SameBib(9,19)
1 SameBib(9,20)
1 SameBib(9,21)
1.41924e-09 SameBib(9,22)
7.76476e-54 SameBib(9,23)
0.166667 SameBib(9,24)
0.153846 SameBib(9,25)
0.125 SameBib(9,26)
1 SameBib(9,27)
1 SameBib(9,28)
0.160714 SameBib(9,29)
5.27797e-71 SameBib(9,30)
1 SameBib(9,31)
0.2 SameBib(9,32)
6.92478e-35 SameBib(9,33)
1 SameBib(9,34)
1.86946e-37 SameBib(9,35)
0.212963 SameBib(9,36)
0.25 SameBib(9,37)
1 SameBib(9,38)
0.00559651 SameBib(9,39)
0.75 SameBib(9,40)
1 SameBib(9,41)
0.3 SameBib(9,42)
0.184783 SameBib(9,43)
0.00104781 SameBib(9,44)
0.25 SameBib(9,45)
1.17771e-55 SameBib(9,46)
0 SameBib(9,47)
0.25 SameBib(9,48)
2.2064e-16 SameBib(9,49)
9.16862e-68 SameBib(9,50)
1 SameBib(9,51)
0.05 SameBib(9,52)
0.416667 SameBib(9,53)
0.142857 SameBib(9,54)
0.999992 SameBib(9,55)
0.125 SameBib(9,56)
0.75 SameBib(9,57)
0.166667 SameBib(9,58)
1 SameBib(9,59)
0.125 SameBib(9,60)
0.25 SameBib(9,61)
1 SameBib(9,62)
0.125 SameBib(9,63)
0.3125 SameBib(9,64)
7.40252e-29 SameBib(9,65)
0.295455 SameBib(9,66)
1 SameBib(9,67)
1.99375e-23 SameBib(9,68)
1 SameBib(9,69)
1 SameBib(9,70)
0.25 SameBib(9,71)
0.416667 SameBib(9,72)
0.25 SameBib(9,73)
0.166667 SameBib(9,74)
1 SameBib(9,75)
0.5 SameBib(9,76)
1 SameBib(9,77)
1 SameBib(9,78)
1 SameBib(9,79)
1 SameBib(9,80)
1 SameBib(9,81)
1 SameBib(9,82)
1 SameBib(9,83)
0.25 SameBib(9,84)
0.291667 SameBib(9,85)
1 SameBib(9,86)
0.25 SameBib(9,87)
0.184211 SameBib(9,88)
1 SameBib(9,89)
0.8 SameBib(9,90)
1 SameBib(9,91)
0.357143 SameBib(9,92)
1 SameBib(9,93)
6.81726e-23 SameBib(9,94)
0.221591 SameBib(9,95)
0.666667 SameBib(9,96)
3.07567e-49 SameBib(9,97)
